student_id,GPA,percentile,specialization
9284237,4.22,87,PR
9793035,1.53,69,ADIS
9486159,5.91,62,RS
9903194,3.01,96,MOP
9125721,1.51,18,ADIS
9771604,5.22,86,RS
9349945,9.16,56,MOP
9338866,6.47,40,ADIS
9058545,5.51,30,MOP
9168550,9.23,71,RS
9131430,8.86,29,PR
9976671,1.53,75,MOP
9137888,9.59,55,RS
9680506,5.44,14,MOP
9605552,6.02,71,ADIS
9550806,7.92,34,PR
9827039,7.21,76,MOP
9899655,6.58,48,PR
9607321,9.73,7,PR
9348780,1.79,12,PR
9918444,3.69,35,RS
9316817,2.08,47,RS
9767818,9.16,56,MOP
9627933,4.03,42,MOP
9009795,2.41,83,MOP
9071664,3.0,18,RS
9332035,7.83,45,MOP
9435695,2.16,78,RS
9340893,8.84,11,ADIS
9889472,3.33,42,PR
9895972,1.77,16,ADIS
9893301,9.42,87,MOP
9295141,5.8,5,RS
9244233,8.74,88,RS
9522154,9.67,16,MOP
9736751,3.89,26,ADIS
9233565,7.3,86,ADIS
9052636,5.08,16,PR
9058174,6.79,92,MOP
9150386,9.89,56,RS
9809316,2.54,82,ADIS
9731017,8.89,32,ADIS
9735621,2.55,78,RS
9890876,4.06,72,MOP
9182106,6.1,49,RS
9984312,4.66,25,RS
9486627,9.6,70,ADIS
9197195,7.33,44,MOP
9043763,1.64,66,ADIS
9383171,8.42,26,PR
9146476,8.91,82,PR
9971424,1.66,51,PR
9671063,9.88,99,RS
9104194,5.51,74,MOP
9852924,1.73,39,RS
9432605,5.99,25,ADIS
9139330,3.38,39,RS
9738901,2.47,37,MOP
9042391,5.0,67,RS
9444551,4.72,90,PR
9812256,2.0,53,PR
9056610,3.57,38,ADIS
9497599,7.29,97,RS
9204836,2.44,81,MOP
9799129,6.18,25,MOP
9388168,4.89,22,PR
9127884,9.71,34,MOP
9950529,4.53,16,RS
9211955,3.89,23,MOP
9138516,4.18,67,RS
9542576,5.76,0,ADIS
9986156,3.38,26,PR
9761846,3.68,99,ADIS
9350887,3.45,13,PR
9577625,4.92,82,MOP
9920392,3.08,80,RS
9094596,6.82,49,MOP
9718463,6.77,74,RS
9774824,4.72,97,ADIS
9761727,5.46,24,RS
9942143,7.71,84,PR
9014851,8.65,68,ADIS
9589146,4.69,43,PR
9371351,4.51,31,MOP
9634168,3.86,83,ADIS
9721847,1.89,27,MOP
9364480,4.71,24,PR
9862370,7.74,85,RS
9053955,5.48,55,MOP
9450677,5.24,32,ADIS
9186748,2.69,76,RS
9104188,3.41,73,MOP
9859834,2.18,69,RS
9759172,7.43,82,RS
9351458,3.48,55,RS
9295291,6.6,63,RS
9996555,5.71,57,PR
9489522,8.76,6,PR
9346417,4.08,82,RS
9884141,6.12,83,MOP
9588139,7.65,16,PR
9423628,8.02,100,ADIS
9734862,6.82,1,RS
9256227,8.31,62,RS
9648849,7.72,71,ADIS
9815169,2.02,29,ADIS
9919664,8.49,23,MOP
9407922,8.47,33,PR
9484065,6.48,74,ADIS
9662330,4.42,24,ADIS
9775497,6.27,17,ADIS
9544857,9.83,47,MOP
9728570,4.94,26,PR
9253262,2.67,59,MOP
9346347,1.53,26,RS
9697430,3.59,11,RS
9446832,6.04,94,ADIS
9985686,7.54,1,MOP
9070483,8.83,5,ADIS
9927293,2.76,66,PR
9389364,9.66,17,PR
9446543,6.62,3,RS
9224634,7.86,89,MOP
9146718,5.06,64,RS
9528286,4.87,82,RS
9244797,5.15,2,ADIS
9653516,2.67,31,ADIS
9092615,3.63,37,RS
9211482,4.58,52,ADIS
9212626,5.61,91,PR
9903177,3.03,62,RS
9812133,9.49,31,MOP
9211710,7.93,80,RS
9365711,3.75,57,PR
9732760,8.16,11,MOP
9434871,2.05,87,ADIS
9690355,3.66,65,RS
9592676,2.81,67,RS
9850071,9.63,36,PR
9660427,8.48,82,ADIS
9941428,1.52,17,MOP
9833281,3.71,13,MOP
9751516,9.77,7,PR
9629808,7.88,2,MOP
9830173,4.9,2,PR
9794321,5.62,41,ADIS
9423183,3.78,43,PR
9307995,6.04,95,MOP
9750658,7.69,18,ADIS
9176518,3.19,89,RS
9818829,7.93,57,PR
9660583,4.54,91,MOP
9479676,4.02,54,PR
9429960,6.1,88,PR
9086406,6.38,9,RS
9300007,5.92,19,RS
9385437,7.45,56,MOP
9146098,6.6,60,RS
9982542,1.71,17,ADIS
9210489,4.45,13,RS
9842693,6.2,97,ADIS
9884289,6.63,82,RS
9786040,9.21,68,MOP
9960775,4.83,19,RS
9461775,9.84,13,RS
9626222,4.93,88,PR
9753413,7.91,3,ADIS
9832224,7.23,7,MOP
9312561,9.44,44,PR
9735314,6.65,7,MOP
9722425,4.7,60,PR
9613135,6.92,28,PR
9259068,2.25,24,RS
9188064,9.19,69,MOP
9026806,2.51,98,RS
9903291,1.68,50,RS
9307947,8.9,53,RS
9672935,5.95,15,PR
9002355,4.16,33,PR
9202961,3.4,23,ADIS
9926187,2.92,20,MOP
9744746,2.42,23,RS
9867578,9.15,73,MOP
9566997,1.78,65,MOP
9671465,8.22,84,MOP
9197659,9.73,53,PR
9343359,6.27,27,PR
9889645,4.87,100,PR
9323121,2.94,25,ADIS
9665978,9.29,9,MOP
9061009,7.17,72,PR
9545339,9.6,31,PR
9030389,5.83,79,RS
9546019,3.23,62,PR
9467786,8.94,78,ADIS
9196900,5.14,90,MOP
9650075,5.3,61,ADIS
9644187,7.22,3,PR
9133730,3.28,29,PR
9576079,9.86,95,MOP
9880066,2.36,56,ADIS
9020340,5.67,22,RS
9369225,8.24,45,RS
9109496,4.11,8,MOP
9121457,3.44,27,PR
9939981,2.67,30,RS
9648979,4.53,67,MOP
9763992,9.47,53,ADIS
9638891,6.09,64,RS
9892893,4.64,15,MOP
9306078,1.74,51,MOP
9287986,2.02,29,ADIS
9186708,7.87,7,ADIS
9863528,2.95,98,ADIS
9686699,6.97,2,RS
9027437,5.06,11,ADIS
9995823,7.34,40,RS
9271640,4.81,56,RS
9556072,2.17,58,PR
9912181,6.97,86,MOP
9099933,8.73,58,MOP
9107285,5.65,90,MOP
9467418,4.86,80,PR
9957875,2.5,47,RS
9231057,3.34,85,PR
9484608,1.51,50,RS
9651906,4.23,8,RS
9559493,8.14,36,MOP
9944015,8.89,22,PR
9516649,9.83,91,RS
9177404,8.5,27,PR
9520105,9.59,66,MOP
9167413,8.78,28,MOP
9022443,9.44,71,RS
9290987,8.09,47,RS
9311385,4.56,90,MOP
9246870,5.26,9,MOP
9502351,9.14,16,RS
9992334,2.9,93,PR
9516286,6.51,21,MOP
9625994,7.99,47,PR
9911232,6.87,69,MOP
9425871,4.78,96,RS
9725240,4.2,77,PR
9819911,7.93,30,MOP
9912726,7.28,59,MOP
9425769,3.56,74,PR
9050725,7.18,68,RS
9991706,7.09,70,MOP
9080775,5.02,55,RS
9289688,6.19,52,MOP
9473521,5.77,61,PR
9579709,2.65,75,PR
9610660,8.58,12,ADIS
9529523,9.57,61,RS
9550103,3.21,92,PR
9855077,6.77,13,MOP
9756643,4.54,92,PR
9179113,7.6,30,MOP
9975529,2.36,15,RS
9840658,7.82,12,RS
9985610,3.69,86,ADIS
9483633,5.22,96,ADIS
9202283,3.34,76,RS
9940486,6.65,10,RS
9234950,2.2,93,ADIS
9804633,8.81,17,ADIS
9442078,3.48,33,MOP
9989077,9.59,12,MOP
9932974,3.22,53,ADIS
9325353,2.86,72,ADIS
9142629,5.21,41,MOP
9786928,6.26,78,MOP
9907987,6.84,5,PR
9645276,2.6,21,ADIS
9653550,9.11,90,RS
9318435,9.56,78,ADIS
9997219,2.8,36,ADIS
9249715,3.67,79,RS
9727048,6.19,26,RS
9374754,7.43,44,RS
9619997,7.05,20,MOP
9207581,8.11,1,MOP
9099381,4.34,8,ADIS
9711522,4.8,92,RS
9417415,5.04,56,MOP
9239832,9.53,7,ADIS
9222111,5.79,1,PR
9869003,2.61,35,ADIS
9599520,8.53,89,RS
9927231,8.49,31,MOP
9299253,6.77,9,RS
9554310,6.38,60,ADIS
9168122,3.89,45,MOP
9035019,9.51,23,MOP
9668035,1.83,18,ADIS
9404522,8.84,88,ADIS
9620277,5.96,76,RS
9215182,5.59,24,ADIS
9710466,5.5,20,PR
9599605,8.54,56,ADIS
9204412,4.33,67,MOP
9712620,5.71,20,PR
9141424,4.15,31,RS
9460685,2.38,38,RS
9980830,8.48,92,ADIS
9970732,2.36,74,RS
9393404,7.26,69,PR
9518624,8.15,50,PR
9178807,8.44,21,MOP
9214753,6.99,62,RS
9505341,2.75,48,MOP
9744283,4.62,90,PR
9851726,2.43,23,MOP
9001951,2.14,17,PR
9940873,7.57,90,PR
9808733,5.61,3,ADIS
9504053,6.17,13,RS
9188705,2.69,64,ADIS
